Entity,Code,Day,"Cumulative excess deaths per 100,000 people (central estimate)","Cumulative excess deaths per 100,000 people (95% CI, lower bound)","Cumulative excess deaths per 100,000 people (95% CI, upper bound)","Total confirmed deaths due to COVID-19 per 100,000 people"
Micronesia (country),FSM,2023-02-20,200.3582,39.141953,520.37683,54.404053
Micronesia (country),FSM,2023-02-27,201.17435,39.866108,523.9625,54.404053
Micronesia (country),FSM,2023-03-06,203.52345,41.62865,530.0473,56.187794
Micronesia (country),FSM,2023-03-13,204.08855,42.377953,534.7529,56.187794
Micronesia (country),FSM,2023-03-20,205.20168,43.740086,537.78314,56.187794
Micronesia (country),FSM,2023-03-27,205.90038,44.739735,538.58307,56.187794
Micronesia (country),FSM,2023-04-03,206.48749,44.63987,539.6149,56.187794
Micronesia (country),FSM,2023-04-10,207.40144,45.474113,540.25366,56.187794
Micronesia (country),FSM,2023-04-17,209.35864,47.401268,544.14557,57.079662
Micronesia (country),FSM,2023-04-24,210.96579,46.0369,545.2542,57.079662
Micronesia (country),FSM,2023-05-01,211.06993,47.196457,545.617,57.079662
Micronesia (country),FSM,2023-05-08,211.8016,48.529076,548.228,57.079662
Micronesia (country),FSM,2023-05-15,213.48303,48.417473,555.43945,57.97153
Micronesia (country),FSM,2023-05-22,214.31448,48.7424,559.28925,57.97153
Micronesia (country),FSM,2023-05-29,215.17128,48.527958,563.06396,57.97153
Micronesia (country),FSM,2023-06-05,216.0576,48.08008,566.7289,57.97153
Micronesia (country),FSM,2023-06-12,216.89238,47.588203,570.374,57.97153
Micronesia (country),FSM,2023-06-19,217.77843,47.08712,574.0359,57.97153
Micronesia (country),FSM,2023-06-26,218.6715,46.583923,577.8109,57.97153
Micronesia (country),FSM,2023-07-03,219.53548,46.08073,581.497,57.97153
Micronesia (country),FSM,2023-07-10,220.34302,46.01995,585.27496,57.97153
Micronesia (country),FSM,2023-07-17,221.14922,46.270073,589.07184,57.97153
Micronesia (country),FSM,2023-07-24,221.65999,45.825386,592.76605,57.97153
Micronesia (country),FSM,2023-07-31,222.40884,45.394615,594.8913,57.97153
Micronesia (country),FSM,2023-08-07,222.8768,43.483723,596.5668,57.97153
Micronesia (country),FSM,2023-08-14,222.86914,42.342102,598.6127,57.97153
Micronesia (country),FSM,2023-08-21,223.76747,41.90804,600.3374,57.97153
Micronesia (country),FSM,2023-08-28,224.5163,41.46247,601.9939,57.97153
Micronesia (country),FSM,2023-09-04,225.42313,40.968975,603.2157,57.97153
Micronesia (country),FSM,2023-09-11,226.17044,41.187378,604.5069,57.97153
Micronesia (country),FSM,2023-09-18,226.96645,41.4375,605.7089,57.97153
Micronesia (country),FSM,2023-09-25,227.7243,41.68143,606.9108,57.97153
Micronesia (country),FSM,2023-10-02,228.4122,41.927586,608.7803,57.97153
Micronesia (country),FSM,2023-10-09,229.22499,42.170277,610.481,57.97153
Micronesia (country),FSM,2023-10-16,230.11568,42.422626,612.10895,57.97153
Micronesia (country),FSM,2023-10-23,230.8735,42.562546,613.31036,57.97153
Micronesia (country),FSM,2023-10-30,231.83032,41.588776,614.9667,57.97153
Micronesia (country),FSM,2023-11-06,232.72078,40.618675,616.59753,57.97153
Micronesia (country),FSM,2023-11-13,233.62294,39.6252,618.2556,57.97153
Micronesia (country),FSM,2023-11-20,234.528,38.603004,619.92114,57.97153
Micronesia (country),FSM,2023-11-27,235.42809,37.583244,621.5409,57.97153
Micronesia (country),FSM,2023-12-04,236.32727,36.54898,623.5743,57.97153
Micronesia (country),FSM,2023-12-11,237.21956,35.632595,626.2487,57.97153
Micronesia (country),FSM,2023-12-18,238.07011,35.15207,628.94635,57.97153
Micronesia (country),FSM,2023-12-25,238.89136,34.995476,631.67285,57.97153
Micronesia (country),FSM,2024-01-01,239.7776,34.705196,634.3772,57.97153
Micronesia (country),FSM,2024-01-08,240.6744,34.391678,636.5764,57.97153
Micronesia (country),FSM,2024-01-15,241.5702,34.07816,638.77454,57.97153
Micronesia (country),FSM,2024-01-22,242.46867,33.766197,640.94275,57.97153
Micronesia (country),FSM,2024-01-29,243.22792,33.418694,643.15375,57.97153
Micronesia (country),FSM,2024-02-05,244.12105,32.94265,645.3096,57.97153
Micronesia (country),FSM,2024-02-12,244.99394,32.471943,647.5183,57.97153
Micronesia (country),FSM,2024-02-19,245.87016,32.1649,649.7589,57.97153
Micronesia (country),FSM,2024-02-26,246.64671,31.684505,652.02655,57.97153
Micronesia (country),FSM,2024-03-04,247.37157,31.195427,654.24567,57.97153
Micronesia (country),FSM,2024-03-11,247.98763,30.084627,657.02905,57.97153
Micronesia (country),FSM,2024-03-18,249.4629,28.52404,659.77374,57.97153
Micronesia (country),FSM,2024-03-25,249.9639,27.08052,662.4413,57.97153
Micronesia (country),FSM,2024-04-01,250.86043,26.654076,664.5958,57.97153
Micronesia (country),FSM,2024-04-08,251.77129,26.37605,666.726,57.97153
Micronesia (country),FSM,2024-04-15,252.3863,25.343683,669.55273,57.97153
Micronesia (country),FSM,2024-04-22,253.0826,24.185703,672.4397,57.97153
Micronesia (country),FSM,2024-04-29,253.97675,23.638527,674.57385,57.97153
Micronesia (country),FSM,2024-05-06,254.79297,23.019135,676.97754,57.97153
Micronesia (country),FSM,2024-05-13,255.34995,21.843718,679.82947,57.97153
Micronesia (country),FSM,2024-05-20,256.04684,20.616169,682.71954,57.97153
Micronesia (country),FSM,2024-05-27,256.74374,19.382387,685.99634,57.97153
Micronesia (country),FSM,2024-06-03,257.40344,17.803108,687.80316,57.97153
Micronesia (country),FSM,2024-06-10,258.52087,16.249617,689.73395,57.97153
Micronesia (country),FSM,2024-06-17,259.98605,15.165101,690.6123,57.97153
Moldova,MDA,2020-01-06,0.0,0.0,0.0,0.0
Moldova,MDA,2020-01-13,0.0,0.0,0.0,0.0
Moldova,MDA,2020-01-20,0.0,0.0,0.0,0.0
Moldova,MDA,2020-01-27,-1.6640259,-1.6640259,-1.6640259,0.0
Moldova,MDA,2020-02-03,-2.3633232,-2.3633232,-2.3633232,0.0
Moldova,MDA,2020-02-10,-3.0626204,-3.0626204,-3.0626204,0.0
Moldova,MDA,2020-02-17,-3.7619176,-3.7619176,-3.7619176,0.0
Moldova,MDA,2020-02-24,-4.461215,-4.461215,-4.461215,0.0
Moldova,MDA,2020-03-02,-7.6640053,-7.6640053,-7.6640053,0.0
Moldova,MDA,2020-03-09,-10.866796,-10.866796,-10.866796,0.0
Moldova,MDA,2020-03-16,-14.069587,-14.069587,-14.069587,0.0
Moldova,MDA,2020-03-23,-17.272377,-17.272377,-17.272377,0.032894876
Moldova,MDA,2020-03-30,-20.475168,-20.475168,-20.475168,0.06578975
Moldova,MDA,2020-04-06,-24.854895,-24.854895,-24.854895,0.39473853
Moldova,MDA,2020-04-13,-29.234623,-29.234623,-29.234623,0.9868463
Moldova,MDA,2020-04-20,-33.61435,-33.61435,-33.61435,1.9736927
Moldova,MDA,2020-04-27,-37.99408,-37.99408,-37.99408,3.0921185
Moldova,MDA,2020-05-04,-31.863792,-31.863792,-31.863792,4.0789647
Moldova,MDA,2020-05-11,-25.733505,-25.733505,-25.733505,5.4276547
Moldova,MDA,2020-05-18,-19.603218,-19.603218,-19.603218,6.8750296
Moldova,MDA,2020-05-25,-13.472931,-13.472931,-13.472931,8.22372
Moldova,MDA,2020-06-01,-9.270708,-9.270708,-9.270708,9.736884
Moldova,MDA,2020-06-08,-5.0684843,-5.0684843,-5.0684843,11.085574
Moldova,MDA,2020-06-15,-0.8662607,-0.8662607,-0.8662607,13.1908455
Moldova,MDA,2020-06-22,3.3359628,3.3359628,3.3359628,15.329013
Moldova,MDA,2020-06-29,7.5381866,7.5381866,7.5381866,17.368496
Moldova,MDA,2020-07-06,13.140003,13.140003,13.140003,19.276398
Moldova,MDA,2020-07-13,18.741821,18.741821,18.741821,21.184301
Moldova,MDA,2020-07-20,24.343637,24.343637,24.343637,22.500095
Moldova,MDA,2020-07-27,29.945456,29.945456,29.945456,24.243525
Moldova,MDA,2020-08-03,31.73208,31.73208,31.73208,26.118532
Moldova,MDA,2020-08-10,33.518707,33.518707,33.518707,27.829067
Moldova,MDA,2020-08-17,35.305332,35.305332,35.305332,29.60539
Moldova,MDA,2020-08-24,37.091957,37.091957,37.091957,30.921185
Moldova,MDA,2020-08-31,38.878582,38.878582,38.878582,32.730404
Moldova,MDA,2020-09-07,44.965725,44.965725,44.965725,35.13173
Moldova,MDA,2020-09-14,51.05287,51.05287,51.05287,36.94095
Moldova,MDA,2020-09-21,57.140015,57.140015,57.140015,39.671223
Moldova,MDA,2020-09-28,63.227158,63.227158,63.227158,42.237022
Moldova,MDA,2020-10-05,69.40022,69.40022,69.40022,44.802822
Moldova,MDA,2020-10-12,75.57328,75.57328,75.57328,48.256786
Moldova,MDA,2020-10-19,81.746346,81.746346,81.746346,51.908115
Moldova,MDA,2020-10-26,87.9194,87.9194,87.9194,55.197605
Moldova,MDA,2020-11-02,92.8217,92.8217,92.8217,59.572624
Moldova,MDA,2020-11-09,97.724,97.724,97.724,63.05948
Moldova,MDA,2020-11-16,102.62629,102.62629,102.62629,66.84239
Moldova,MDA,2020-11-23,107.52859,107.52859,107.52859,70.92136
Moldova,MDA,2020-11-30,112.430885,112.430885,112.430885,75.493744
Moldova,MDA,2020-12-07,125.04079,125.04079,125.04079,81.5793
Moldova,MDA,2020-12-14,137.6507,137.6507,137.6507,86.31616
Moldova,MDA,2020-12-21,150.2606,150.2606,150.2606,92.237236
Moldova,MDA,2020-12-28,162.8705,162.8705,162.8705,97.368835
Moldova,MDA,2021-01-04,166.19075,166.19075,166.19075,104.309654
Moldova,MDA,2021-01-11,169.511,169.511,169.511,107.92809
Moldova,MDA,2021-01-18,172.83125,172.83125,172.83125,111.711006
Moldova,MDA,2021-01-25,176.1515,176.1515,176.1515,115.066284
Moldova,MDA,2021-02-01,181.29066,181.29066,181.29066,119.11235
Moldova,MDA,2021-02-08,186.42981,186.42981,186.42981,122.270256
Moldova,MDA,2021-02-15,191.56895,191.56895,191.56895,125.888695
Moldova,MDA,2021-02-22,196.7081,196.7081,196.7081,129.83607
Moldova,MDA,2021-03-01,209.17627,209.17627,209.17627,137.59927
Moldova,MDA,2021-03-08,221.64444,221.64444,221.64444,143.09271
Moldova,MDA,2021-03-15,234.1126,234.1126,234.1126,149.77037
Moldova,MDA,2021-03-22,246.58076,246.58076,246.58076,157.56647
Moldova,MDA,2021-03-29,259.04892,259.04892,259.04892,165.92177
Moldova,MDA,2021-04-05,269.9193,269.9193,269.9193,181.6784
Moldova,MDA,2021-04-12,280.7897,280.7897,280.7897,190.79028
Moldova,MDA,2021-04-19,291.66006,291.66006,291.66006,196.67847
Moldova,MDA,2021-04-26,302.53046,302.53046,302.53046,201.97455
Moldova,MDA,2021-05-03,305.73868,305.73868,305.73868,208.0272
Moldova,MDA,2021-05-10,308.9469,308.9469,308.9469,211.8759
Moldova,MDA,2021-05-17,312.15512,312.15512,312.15512,214.27724
Moldova,MDA,2021-05-24,315.3633,315.3633,315.3633,216.11934
Moldova,MDA,2021-05-31,318.57153,318.57153,318.57153,217.0404
Moldova,MDA,2021-06-07,321.0211,321.0211,321.0211,219.5733
Moldova,MDA,2021-06-14,323.47064,323.47064,323.47064,220.2312
Moldova,MDA,2021-06-21,325.9202,325.9202,325.9202,220.75752
Moldova,MDA,2021-06-28,328.36972,328.36972,328.36972,221.25095
Moldova,MDA,2021-07-05,331.6428,331.6428,331.6428,221.81017
Moldova,MDA,2021-07-12,334.91586,334.91586,334.91586,222.2378
Moldova,MDA,2021-07-19,338.18893,338.18893,338.18893,222.76411
Moldova,MDA,2021-07-26,341.462,341.462,341.462,223.35622
Moldova,MDA,2021-08-02,342.3066,342.3066,342.3066,224.01411
Moldova,MDA,2021-08-09,343.15118,343.15118,343.15118,224.80359
Moldova,MDA,2021-08-16,343.9958,343.9958,343.9958,225.62596
Moldova,MDA,2021-08-23,344.84036,344.84036,344.84036,227.3365
Moldova,MDA,2021-08-30,345.68497,345.68497,345.68497,228.45493
Moldova,MDA,2021-09-06,353.0279,353.0279,353.0279,230.09967
Moldova,MDA,2021-09-13,360.37082,360.37082,360.37082,232.76416
Moldova,MDA,2021-09-20,367.71375,367.71375,367.71375,235.36285
Moldova,MDA,2021-09-27,375.05667,375.05667,375.05667,238.42207
Moldova,MDA,2021-10-04,388.17334,388.17334,388.17334,243.55368
Moldova,MDA,2021-10-11,401.29004,401.29004,401.29004,249.24449
Moldova,MDA,2021-10-18,414.4067,414.4067,414.4067,255.95505
Moldova,MDA,2021-10-25,427.52338,427.52338,427.52338,264.27744
Moldova,MDA,2021-11-01,439.88373,439.88373,439.88373,274.01434
Moldova,MDA,2021-11-08,452.2441,452.2441,452.2441,284.04727
Moldova,MDA,2021-11-15,464.60446,464.60446,464.60446,296.87628
Moldova,MDA,2021-11-22,476.9648,476.9648,476.9648,308.48816
Moldova,MDA,2021-11-29,489.32516,489.32516,489.32516,316.87634
Moldova,MDA,2021-12-06,492.52097,492.52097,492.52097,321.94217
Moldova,MDA,2021-12-13,495.71677,495.71677,495.71677,326.7448
Moldova,MDA,2021-12-20,498.91257,498.91257,498.91257,330.95535
Moldova,MDA,2021-12-27,502.10837,502.10837,502.10837,335.00143
Moldova,MDA,2022-01-03,504.16232,504.16232,504.16232,338.29092
Moldova,MDA,2022-01-10,506.21628,506.21628,506.21628,340.65936
Moldova,MDA,2022-01-17,508.27023,508.27023,508.27023,343.32382
Moldova,MDA,2022-01-24,510.3242,510.3242,510.3242,345.82385
Moldova,MDA,2022-01-31,512.3782,512.3782,512.3782,349.83704
Moldova,MDA,2022-02-07,520.7295,520.7295,520.7295,354.21204
Moldova,MDA,2022-02-14,529.0809,529.0809,529.0809,359.86996
Moldova,MDA,2022-02-21,537.4322,537.4322,537.4322,365.2318
Moldova,MDA,2022-02-28,545.78357,545.78357,545.78357,368.85025
Moldova,MDA,2022-03-07,548.81,548.81,548.81,371.44894
Moldova,MDA,2022-03-14,551.8365,551.8365,551.8365,373.22528
Moldova,MDA,2022-03-21,554.8629,554.8629,554.8629,374.63977
Moldova,MDA,2022-03-28,557.8894,557.8894,557.8894,375.56082
Moldova,MDA,2022-04-04,559.06537,559.06537,559.06537,376.51477
Moldova,MDA,2022-04-11,560.2413,560.2413,560.2413,377.04108
Moldova,MDA,2022-04-18,561.41724,561.41724,561.41724,377.66608
Moldova,MDA,2022-04-25,562.5932,562.5932,562.5932,377.92926
Moldova,MDA,2022-05-02,562.6103,562.6103,562.6103,378.02792
Moldova,MDA,2022-05-09,562.6273,562.6273,562.6273,378.38977
Moldova,MDA,2022-05-16,562.6444,562.6444,562.6444,378.8174
Moldova,MDA,2022-05-23,562.6615,562.6615,562.6615,378.98187
Moldova,MDA,2022-05-30,562.6786,562.6786,562.6786,379.73846
Moldova,MDA,2022-06-06,562.91205,562.91205,562.91205,379.73846
Moldova,MDA,2022-06-13,563.14557,563.14557,563.14557,379.96872
Moldova,MDA,2022-06-20,563.379,563.379,563.379,380.0674
Moldova,MDA,2022-06-27,563.61255,563.61255,563.61255,380.36346
Moldova,MDA,2022-07-04,564.50165,564.50165,564.50165,380.49506
Moldova,MDA,2022-07-11,565.3908,565.3908,565.3908,380.59372
Moldova,MDA,2022-07-18,566.2799,566.2799,566.2799,381.05426
Moldova,MDA,2022-07-25,567.169,567.169,567.169,381.3174
Moldova,MDA,2022-08-01,570.0451,570.0451,570.0451,381.84375
Moldova,MDA,2022-08-08,572.92114,572.92114,572.92114,382.5674
Moldova,MDA,2022-08-15,575.79724,575.79724,575.79724,383.62006
Moldova,MDA,2022-08-22,578.6733,578.6733,578.6733,384.6398
Moldova,MDA,2022-08-29,581.5493,581.5493,581.5493,385.69244
Moldova,MDA,2022-09-05,583.0832,583.0832,583.0832,386.6793
Moldova,MDA,2022-09-12,584.617,584.617,584.617,388.4227
Moldova,MDA,2022-09-19,586.1508,586.1508,586.1508,388.85034
Moldova,MDA,2022-09-26,587.68463,587.68463,587.68463,389.60693
Moldova,MDA,2022-10-03,587.5858,587.5858,587.5858,390.06744
Moldova,MDA,2022-10-10,587.487,587.487,587.487,390.4622
Moldova,MDA,2022-10-17,587.3882,587.3882,587.3882,390.72534
Moldova,MDA,2022-10-24,587.28937,587.28937,587.28937,391.02142
Moldova,MDA,2022-10-31,587.19055,587.19055,587.19055,391.25168
Moldova,MDA,2022-11-07,587.0476,587.0476,587.0476,391.25168
Moldova,MDA,2022-11-14,586.90466,586.90466,586.90466,391.44904
Moldova,MDA,2022-11-21,586.7617,586.7617,586.7617,391.64642
Moldova,MDA,2022-11-28,586.61884,586.61884,586.61884,391.87668
Moldova,MDA,2022-12-05,588.5,588.5,588.5,392.04114
Moldova,MDA,2022-12-12,590.3812,590.3812,590.3812,392.10693
Moldova,MDA,2022-12-19,592.26245,592.26245,592.26245,392.17273
Moldova,MDA,2022-12-26,594.1437,594.1437,594.1437,392.40298
Moldova,MDA,2023-01-02,594.37225,593.7474,597.5937,392.53458
Moldova,MDA,2023-01-09,594.1033,593.2432,600.4502,392.63327
Moldova,MDA,2023-01-16,593.38336,592.539,603.1041,392.76483
Moldova,MDA,2023-01-23,592.494,591.5715,606.6336,393.09378
Moldova,MDA,2023-01-30,591.3632,589.99786,609.6177,393.19247
Moldova,MDA,2023-02-06,590.48145,588.9858,612.46643,393.32404
Moldova,MDA,2023-02-13,589.9495,588.3841,615.78326,393.55432
Moldova,MDA,2023-02-20,589.67255,588.53766,621.1833,393.88327
Moldova,MDA,2023-02-27,589.1213,588.47736,624.8636,394.34378
Moldova,MDA,2023-03-06,588.7822,587.49493,628.3726,394.83722
Moldova,MDA,2023-03-13,588.7617,587.3613,633.67035,395.5609
Moldova,MDA,2023-03-20,588.5356,587.3735,638.8441,396.31747
Moldova,MDA,2023-03-27,588.17346,587.2433,643.5725,397.00827
Moldova,MDA,2023-04-03,587.6461,586.2844,647.5984,397.56747
Moldova,MDA,2023-04-10,587.3279,586.03064,650.52374,398.028
Moldova,MDA,2023-04-17,587.0489,585.46796,653.38104,398.22537
Moldova,MDA,2023-04-24,586.4118,584.63544,655.5125,398.42276
Moldova,MDA,2023-05-01,586.1255,584.3427,657.87585,398.45566
Moldova,MDA,2023-05-08,585.7397,583.63873,660.4823,398.52145
Moldova,MDA,2023-05-15,585.75574,583.3193,663.9502,398.62012
Moldova,MDA,2023-05-22,585.6354,584.0202,667.6925,398.62012
Moldova,MDA,2023-05-29,585.0504,583.5391,671.3443,398.62012
Moldova,MDA,2023-06-05,584.7773,583.3649,675.34174,398.7846
Moldova,MDA,2023-06-12,584.22186,582.69183,679.0423,398.8175
Moldova,MDA,2023-06-19,584.31165,583.4092,682.9236,398.8175
Moldova,MDA,2023-06-26,583.6752,583.2453,684.46,398.8175
Moldova,MDA,2023-07-03,583.0852,582.83746,688.21075,398.8175
Moldova,MDA,2023-07-10,583.1793,582.8066,692.1864,398.8504
Moldova,MDA,2023-07-17,583.8738,583.72516,693.83844,398.8504
Moldova,MDA,2023-07-24,583.33466,583.05566,697.5585,398.8504
Moldova,MDA,2023-07-31,582.73663,582.49365,701.27954,398.8504
Moldova,MDA,2023-08-07,582.1302,581.8735,704.917,398.8504
Moldova,MDA,2023-08-14,582.3475,582.0916,708.84705,398.8504
Moldova,MDA,2023-08-21,583.4048,583.4048,710.3671,398.8504
Moldova,MDA,2023-08-28,583.23193,583.23193,714.0719,398.8504
Moldova,MDA,2023-09-04,582.72876,582.72876,717.655,398.8504
Moldova,MDA,2023-09-11,582.5117,582.5117,721.6649,398.88327
Moldova,MDA,2023-09-18,582.3262,582.3262,725.60333,398.88327
Moldova,MDA,2023-09-25,581.77783,581.77783,729.5527,398.88327
Moldova,MDA,2023-10-02,581.08813,581.08813,733.5195,398.94907
Moldova,MDA,2023-10-09,580.9758,580.9758,737.6854,398.94907
Moldova,MDA,2023-10-16,580.80524,580.80524,742.04895,399.17935
Moldova,MDA,2023-10-23,581.048,581.048,746.4807,399.4425
Moldova,MDA,2023-10-30,580.7424,580.7424,750.5229,399.67276
Moldova,MDA,2023-11-06,580.40955,580.40955,754.4318,399.73856
Moldova,MDA,2023-11-13,580.1251,580.0964,758.4719,399.80435
Moldova,MDA,2023-11-20,580.24347,579.8705,762.25824,399.87012
Moldova,MDA,2023-11-27,580.4328,579.66,766.0167,399.903
Moldova,MDA,2023-12-04,580.5455,579.5298,769.75903,399.9688
Moldova,MDA,2023-12-11,580.6597,579.34467,772.8804,400.0346
Moldova,MDA,2023-12-18,580.7904,578.9415,776.0851,400.23196
Moldova,MDA,2023-12-25,580.2572,578.41504,778.9805,400.33066
Moldova,MDA,2024-01-01,579.6808,577.648,781.8075,400.46225
Moldova,MDA,2024-01-08,578.9113,576.74805,784.6416,400.6267
Moldova,MDA,2024-01-15,578.42737,576.3532,787.4754,400.8241
Moldova,MDA,2024-01-22,577.78674,575.9603,790.2412,400.98856
Moldova,MDA,2024-01-29,576.86383,574.5004,792.7271,401.2188
Moldova,MDA,2024-02-05,576.9962,574.22046,795.4025,401.3833
Moldova,MDA,2024-02-12,576.538,572.64624,798.54175,401.51486
Moldova,MDA,2024-02-19,576.2143,571.1162,801.99054,401.8438
Moldova,MDA,2024-02-26,575.17896,569.95636,805.72107,401.8438
Moldova,MDA,2024-03-04,574.1627,568.6049,809.4108,401.8767
Moldova,MDA,2024-03-11,573.68427,566.3941,810.3032,401.9096
Moldova,MDA,2024-03-18,573.2705,563.5654,811.4395,402.107
Moldova,MDA,2024-03-25,572.9591,560.5911,812.57623,402.33725
Moldova,MDA,2024-04-01,572.22974,557.50995,813.58136,402.33725
Moldova,MDA,2024-04-08,572.00995,555.24567,814.5106,402.40305
Moldova,MDA,2024-04-15,571.8066,552.88715,815.50854,402.40305
Moldova,MDA,2024-04-22,571.6302,551.33234,816.4466,402.40305
Moldova,MDA,2024-04-29,571.6171,550.19366,820.0874,402.43594
Moldova,MDA,2024-05-06,571.5524,548.72595,821.3515,402.46884
Moldova,MDA,2024-05-13,571.2454,548.13,825.0401,402.5346
Moldova,MDA,2024-05-20,571.3472,547.31555,828.6599,402.5346
Moldova,MDA,2024-05-27,571.4289,545.67474,829.9205,402.5346
Moldova,MDA,2024-06-03,570.6048,543.841,831.1522,402.5346
Moldova,MDA,2024-06-10,569.8696,541.9966,832.5964,402.5675
Moldova,MDA,2024-06-17,569.37213,542.7446,834.2407,402.6004
Monaco,MCO,2020-01-06,0.0,0.0,0.0,0.0
Monaco,MCO,2020-01-13,0.0,0.0,0.0,0.0
Monaco,MCO,2020-01-20,0.0,0.0,0.0,0.0
Monaco,MCO,2020-01-27,-1.6401433,-1.6401433,-1.6401433,0.0
Monaco,MCO,2020-02-03,-6.045964,-6.045964,-6.045964,0.0
Monaco,MCO,2020-02-10,-10.451784,-10.451784,-10.451784,0.0
Monaco,MCO,2020-02-17,-14.857604,-14.857604,-14.857604,0.0
Monaco,MCO,2020-02-24,-19.263424,-19.263424,-19.263424,0.0
Monaco,MCO,2020-03-02,-11.20703,-11.20703,-11.20703,0.0
Monaco,MCO,2020-03-09,-3.1506357,-3.1506357,-3.1506357,0.0
Monaco,MCO,2020-03-16,4.905759,4.905759,4.905759,0.0
Monaco,MCO,2020-03-23,12.962153,12.962153,12.962153,0.0
Monaco,MCO,2020-03-30,21.018547,21.018547,21.018547,0.0
Monaco,MCO,2020-04-06,25.43227,25.43227,25.43227,0.0
Monaco,MCO,2020-04-13,29.845993,29.845993,29.845993,2.56746
Monaco,MCO,2020-04-20,34.259716,34.259716,34.259716,2.56746
Monaco,MCO,2020-04-27,38.67344,38.67344,38.67344,2.56746
Monaco,MCO,2020-05-04,39.67551,39.67551,39.67551,2.56746
Monaco,MCO,2020-05-11,40.677578,40.677578,40.677578,2.56746
Monaco,MCO,2020-05-18,41.67965,41.67965,41.67965,2.56746
Monaco,MCO,2020-05-25,42.681717,42.681717,42.681717,2.56746
Monaco,MCO,2020-06-01,45.816586,45.816586,45.816586,2.56746
Monaco,MCO,2020-06-08,48.951454,48.951454,48.951454,2.56746
Monaco,MCO,2020-06-15,52.086323,52.086323,52.086323,2.56746
Monaco,MCO,2020-06-22,55.22119,55.22119,55.22119,2.56746
Monaco,MCO,2020-06-29,58.35606,58.35606,58.35606,2.56746
Monaco,MCO,2020-07-06,57.625492,57.625492,57.625492,2.56746
Monaco,MCO,2020-07-13,56.89492,56.89492,56.89492,2.56746
Monaco,MCO,2020-07-20,56.16435,56.16435,56.16435,2.56746
Monaco,MCO,2020-07-27,55.433777,55.433777,55.433777,2.56746
Monaco,MCO,2020-08-03,60.89121,60.89121,60.89121,2.56746
Monaco,MCO,2020-08-10,66.34864,66.34864,66.34864,2.56746
Monaco,MCO,2020-08-17,71.806076,71.806076,71.806076,2.56746
Monaco,MCO,2020-08-24,77.26351,77.26351,77.26351,2.56746
Monaco,MCO,2020-08-31,82.72094,82.72094,82.72094,2.56746
Monaco,MCO,2020-09-07,87.51832,87.51832,87.51832,2.56746
Monaco,MCO,2020-09-14,92.3157,92.3157,92.3157,2.56746
Monaco,MCO,2020-09-21,97.113075,97.113075,97.113075,2.56746
Monaco,MCO,2020-09-28,101.91045,101.91045,101.91045,5.13492
Monaco,MCO,2020-10-05,107.24413,107.24413,107.24413,5.13492
Monaco,MCO,2020-10-12,112.577805,112.577805,112.577805,5.13492
Monaco,MCO,2020-10-19,117.911476,117.911476,117.911476,5.13492
Monaco,MCO,2020-10-26,123.24515,123.24515,123.24515,5.13492
Monaco,MCO,2020-11-02,119.60209,119.60209,119.60209,5.13492
Monaco,MCO,2020-11-09,115.95903,115.95903,115.95903,5.13492
Monaco,MCO,2020-11-16,112.31597,112.31597,112.31597,5.13492
Monaco,MCO,2020-11-23,108.67291,108.67291,108.67291,7.70238
Monaco,MCO,2020-11-30,105.029854,105.029854,105.029854,7.70238
Monaco,MCO,2020-12-07,113.82881,113.82881,113.82881,7.70238
Monaco,MCO,2020-12-14,122.62777,122.62777,122.62777,7.70238
Monaco,MCO,2020-12-21,131.42673,131.42673,131.42673,7.70238
Monaco,MCO,2020-12-28,140.22568,140.22568,140.22568,7.70238
Monaco,MCO,2021-01-04,152.3269,152.3269,152.3269,10.26984
Monaco,MCO,2021-01-11,164.42812,164.42812,164.42812,12.8373
Monaco,MCO,2021-01-18,176.52934,176.52934,176.52934,20.53968
Monaco,MCO,2021-01-25,188.63057,188.63057,188.63057,23.10714
Monaco,MCO,2021-02-01,209.80028,209.80028,209.80028,30.80952
Monaco,MCO,2021-02-08,230.97,230.97,230.97,51.3492
Monaco,MCO,2021-02-15,252.13972,252.13972,252.13972,53.91666
Monaco,MCO,2021-02-22,273.30945,273.30945,273.30945,56.48412
Monaco,MCO,2021-03-01,289.538,289.538,289.538,61.61904
Monaco,MCO,2021-03-08,305.76657,305.76657,305.76657,66.75396
Monaco,MCO,2021-03-15,321.99512,321.99512,321.99512,69.32142
Monaco,MCO,2021-03-22,338.22366,338.22366,338.22366,69.32142
Monaco,MCO,2021-03-29,354.45224,354.45224,354.45224,71.88888
Monaco,MCO,2021-04-05,355.77594,355.77594,355.77594,74.45634
Monaco,MCO,2021-04-12,357.09967,357.09967,357.09967,79.59126
Monaco,MCO,2021-04-19,358.42337,358.42337,358.42337,79.59126
Monaco,MCO,2021-04-26,359.7471,359.7471,359.7471,79.59126
Monaco,MCO,2021-05-03,374.49054,374.49054,374.49054,82.15872
Monaco,MCO,2021-05-10,389.23398,389.23398,389.23398,82.15872
Monaco,MCO,2021-05-17,403.97742,403.97742,403.97742,82.15872
Monaco,MCO,2021-05-24,418.72083,418.72083,418.72083,82.15872
Monaco,MCO,2021-05-31,433.46426,433.46426,433.46426,82.15872
Monaco,MCO,2021-06-07,429.03314,429.03314,429.03314,84.72618
